Kepler-357 c,,0.238,16.85837,0.12,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-357,291.2431031,44.00872,,,0.051,0.78,0.83,,,5036
Kepler-357 d,,0.306,49.499875,0.246,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-357,291.2431031,44.00872,,,0.051,0.78,0.83,,,5036
Kepler-358 b,,0.243,34.060467,0.21,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-358,293.2302246,48.281376,,,-0.027,0.95,0.95,,,5908
Kepler-358 c,,0.254,83.488369,0.381,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-358,293.2302246,48.281376,,,-0.027,0.95,0.95,,,5908
Kepler-359 b,,0.315,25.563222,0.178,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-359,293.2936401,42.196354,,,-0.039,1.07,1.09,,,6248
Kepler-359 c,,0.384,57.68802,0.307,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-359,293.2936401,42.196354,,,-0.039,1.07,1.09,,,6248
Kepler-359 d,,0.358,77.095691,0.372,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-359,293.2936401,42.196354,,,-0.039,1.07,1.09,,,6248
Kepler-36 b,0.014032659,0.132036992,13.83989,0.1153,,,,2012,11/5/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-36,291.25,49.2319444,12,,,1.113,1.66,,6.923,5900
Kepler-36 c,0.0254149,0.3282,16.23855,0.1283,,,,2012,5/22/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-36,291.25,49.2319444,12,,,1.113,1.66,,6.923,5900
Kepler-360 b,,0.147,3.289672,0.044,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-360,286.284729,44.781555,,,-0.12,0.95,1.06,,,6053
Kepler-360 c,,0.187,7.186434,0.075,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-360,286.284729,44.781555,,,-0.12,0.95,1.06,,,6053
Kepler-361 b,,0.129,8.486616,0.086,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-361,296.8034669,46.741154,,,-0.137,1.07,1.34,,,6169
Kepler-361 c,,0.225,55.188023,0.3,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-361,296.8034669,46.741154,,,-0.137,1.07,1.34,,,6169
Kepler-362 b,,0.079,10.327186,0.087,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-362,291.7716369,47.529903,,,-0.718,0.77,0.72,,,5788
Kepler-362 c,,0.129,37.866281,0.207,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-362,291.7716369,47.529903,,,-0.718,0.77,0.72,,,5788
Kepler-363 b,,0.103,3.614568,0.048,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-363,283.1920776,41.305393,,,0.299,1.23,1.49,,,5593
Kepler-363 c,,0.151,7.542427,0.079,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-363,283.1920776,41.305393,,,0.299,1.23,1.49,,,5593
Kepler-363 d,,0.183,11.932125,0.107,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-363,283.1920776,41.305393,,,0.299,1.23,1.49,,,5593
Kepler-364 b,,0.138,25.745718,0.178,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-364,281.5699463,47.398697,,,-0.026,1.2,1.28,,,6108
Kepler-364 c,,0.192,59.980627,0.312,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-364,281.5699463,47.398697,,,-0.026,1.2,1.28,,,6108
Kepler-365 b,,0.182,10.664903,0.098,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-365,295.626587,49.130436,,,-0.046,0.99,1.05,,,6012
Kepler-365 c,,0.146,17.784129,0.137,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-365,295.626587,49.130436,,,-0.046,0.99,1.05,,,6012
Kepler-366 b,,0.13,3.281959,0.045,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-366,296.8520508,49.084446,,,-0.081,1.05,1.05,,,6209
Kepler-366 c,,0.16,12.51616,0.11,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-366,296.8520508,49.084446,,,-0.081,1.05,1.05,,,6209
Kepler-367 b,,0.116,37.815724,0.201,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-367,297.2924195,49.981632,,,0.247,0.75,0.69,,,4710
Kepler-367 c,,0.107,53.578637,0.253,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-367,297.2924195,49.981632,,,0.247,0.75,0.69,,,4710
Kepler-368 b,,0.291,26.84768,0.186,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-368,291.8800355,45.387936,,,-0.489,0.71,2.02,,,5502
Kepler-368 c,,0.346,72.379334,0.36,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-368,291.8800355,45.387936,,,-0.489,0.71,2.02,,,5502
Kepler-369 b,,0.101,2.732756,0.03,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-369,293.6742249,47.908466,,,0.207,0.54,0.47,,,3591
Kepler-369 c,,0.126,14.871572,0.094,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-369,293.6742249,47.908466,,,0.207,0.54,0.47,,,3591
Kepler-37 b,0.008746814,0.028548539,13.367308,0.1003,,88.63,,2013,11/23/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-37,284.59625,44.51817,10.3,66,-0.32,0.803,0.77,,6,5417
Kepler-37 c,0.031463361,0.066910638,21.301886,0.1368,,89.07,,2013,11/23/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-37,284.59625,44.51817,10.3,66,-0.32,0.803,0.77,,6,5417
Kepler-37 d,0.0383853,0.173075516,39.792187,0.2076,,89.335,,2013,11/23/15,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-37,284.59625,44.51817,10.3,66,-0.32,0.803,0.77,,6,5417
Kepler-370 b,,0.142,4.57953,0.054,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-370,292.1711121,40.916306,,,-0.124,0.94,0.9,,,5852
Kepler-370 c,,0.17,19.02293,0.14,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-370,292.1711121,40.916306,,,-0.124,0.94,0.9,,,5852
Kepler-371 b,,0.169,34.763278,0.2,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-371,292.326477,38.657589,,,-0.223,0.94,0.99,,,5666
Kepler-371 c,,0.159,67.968015,0.313,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-371,292.326477,38.657589,,,-0.223,0.94,0.99,,,5666
Kepler-372 b,,0.121,6.849692,0.075,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-372,291.2561951,49.258953,,,-0.137,1.15,1.14,,,6509
Kepler-372 c,,0.186,20.053763,0.154,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-372,291.2561951,49.258953,,,-0.137,1.15,1.14,,,6509
Kepler-372 d,,0.151,30.092568,0.201,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-372,291.2561951,49.258953,,,-0.137,1.15,1.14,,,6509
Kepler-373 b,,0.121,5.535309,0.06,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-373,289.3880006,50.59705,,,-0.272,0.87,0.84,,,5787
Kepler-373 c,,0.111,16.725948,0.126,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-373,289.3880006,50.59705,,,-0.272,0.87,0.84,,,5787
Kepler-374 b,,0.092,1.897806,0.029,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-374,294.1379394,42.370502,,,-0.441,0.84,0.91,,,5977
Kepler-374 c,,0.098,3.282807,0.042,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-374,294.1379394,42.370502,,,-0.441,0.84,0.91,,,5977
Kepler-374 d,,0.117,5.028219,0.056,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-374,294.1379394,42.370502,,,-0.441,0.84,0.91,,,5977
Kepler-375 b,,0.129,12.125934,0.101,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-375,288.6179199,48.098415,,,-0.197,0.89,0.84,,,5826
Kepler-375 c,,0.236,19.986326,0.141,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-375,288.6179199,48.098415,,,-0.197,0.89,0.84,,,5826
Kepler-376 b,,0.095,4.920199,0.057,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-376,291.6071778,38.410385,,,-0.151,1.05,1.18,,,5900
Kepler-376 c,,0.16,14.172327,0.115,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-376,291.6071778,38.410385,,,-0.151,1.05,1.18,,,5900
Kepler-377 b,,0.124,12.509529,0.109,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-377,295.421997,38.735691,,,-0.497,0.88,1.22,,,5949
Kepler-377 c,,0.184,27.014976,0.182,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-377,295.421997,38.735691,,,-0.497,0.88,1.22,,,5949
Kepler-378 b,,0.067,16.092361,0.112,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-378,294.948578,46.438641,,,0.553,0.96,0.67,,,4661
Kepler-378 c,,0.062,28.906009,0.166,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-378,294.948578,46.438641,,,0.553,0.96,0.67,,,4661
Kepler-379 b,,0.148,20.09838,0.152,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-379,295.7011109,38.945831,,,-0.045,1.08,1.31,,,6054
Kepler-379 c,,0.204,62.784697,0.326,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-379,295.7011109,38.945831,,,-0.045,1.08,1.31,,,6054
Kepler-38(AB) b,0.38,0.39,105.595,0.4644,,89.446,,2012,5/25/14,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-38A,286.8292,42.2792,14.3,,-0.158,0.949,1.757,,,5640
Kepler-380 b,,0.106,3.930821,0.05,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-380,282.3946229,48.75914,,,-0.144,1.05,1.22,,,6045
Kepler-380 c,,0.113,7.630004,0.078,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-380,282.3946229,48.75914,,,-0.144,1.05,1.22,,,6045
Kepler-381 b,,0.088,5.629021,0.066,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-381,285.1828004,43.831089,,,,1.34,1.57,,,6152
Kepler-381 c,,0.1,13.391635,0.117,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-381,285.1828004,43.831089,,,,1.34,1.57,,,6152
Kepler-382 b,,0.118,5.262155,0.055,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-382,299.1361695,45.869934,,,-0.314,0.8,0.94,,,5600
Kepler-382 c,,0.142,12.162701,0.097,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-382,299.1361695,45.869934,,,-0.314,0.8,0.94,,,5600
Kepler-383 b,,0.118,12.904532,0.095,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-383,291.3425904,38.363132,,,-0.157,0.67,0.67,,,4710
Kepler-383 c,,0.111,31.200751,0.172,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-383,291.3425904,38.363132,,,-0.157,0.67,0.67,,,4710
Kepler-384 b,,0.1,22.597053,0.148,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-384,286.026123,44.782871,,,-0.567,0.76,0.88,,,5577
Kepler-384 c,,0.101,45.348269,0.236,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-384,286.026123,44.782871,,,-0.567,0.76,0.88,,,5577
Kepler-385 b,,0.244,10.043686,0.097,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-385,294.3384705,50.336544,,,-0.034,1.09,1.13,,,6326
Kepler-385 c,,0.271,15.163161,0.127,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-385,294.3384705,50.336544,,,-0.034,1.09,1.13,,,6326
Kepler-386 b,,0.124,12.31043,0.096,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-386,289.8588563,48.693855,,,-0.225,0.74,0.77,,,5178
Kepler-386 c,,0.141,25.193458,0.155,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-386,289.8588563,48.693855,,,-0.225,0.74,0.77,,,5178
Kepler-387 b,,0.092,6.791636,0.068,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-387,287.7981873,45.656715,,,-0.233,1.03,1.05,,,5774
Kepler-387 c,,0.079,11.837549,0.098,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-387,287.7981873,45.656715,,,-0.233,1.03,1.05,,,5774
Kepler-388 b,,0.072,3.173315,0.036,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-388,284.8280334,44.60873,,,-0.329,0.59,0.59,,,4498
Kepler-388 c,,0.077,13.297004,0.093,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-388,284.8280334,44.60873,,,-0.329,0.59,0.59,,,4498
Kepler-389 b,,0.135,3.244107,0.041,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-389,291.9599915,44.900024,,,-0.191,0.78,0.79,,,5376
Kepler-389 c,,0.13,14.51143,0.11,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-389,291.9599915,44.900024,,,-0.191,0.78,0.79,,,5376
Kepler-39 b,18,1.22,21.0874,0.155,0.121,88.83,,2011,5/28/14,98.9,,905,,Published in a refereed paper,Primary Transit,,,,Kepler-39,296.9583333,46.0344444,14.3,1200,-0.29,1.1,1.39,F7IV,5.08,6260
Kepler-390 b,,0.073,6.738088,0.065,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-390,291.6287843,41.208603,,,-0.539,0.67,0.78,,,5166
Kepler-390 c,,0.07,13.060022,0.101,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-390,291.6287843,41.208603,,,-0.539,0.67,0.78,,,5166
Kepler-391 b,,0.285,7.416755,0.082,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-391,290.6218262,51.057304,,,0.02,1.22,3.57,,,4940
Kepler-391 c,,0.316,20.485435,0.161,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-391,290.6218262,51.057304,,,0.02,1.22,3.57,,,4940
Kepler-392 b,,0.089,5.341853,0.059,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-392,288.6607667,43.368084,,,-0.297,1.13,1.13,,,5938
Kepler-392 c,,0.098,10.423118,0.093,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-392,288.6607667,43.368084,,,-0.297,1.13,1.13,,,5938
Kepler-393 b,,0.115,9.182417,0.091,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-393,290.9952698,45.192215,,,-0.217,1.32,1.38,,,6189
Kepler-393 c,,0.119,14.613612,0.124,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-393,290.9952698,45.192215,,,-0.217,1.32,1.38,,,6189
Kepler-394 b,,0.143,8.005013,0.083,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-394,296.301941,50.672318,,,-0.129,1.11,1.13,,,6402
Kepler-394 c,,0.148,12.130686,0.11,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-394,296.301941,50.672318,,,-0.129,1.11,1.13,,,6402
Kepler-395 b,,0.092,7.054346,0.061,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-395,293.5111085,45.136597,,,-0.163,0.53,0.56,,,4262
Kepler-395 c,,0.118,34.989262,0.177,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-395,293.5111085,45.136597,,,-0.163,0.53,0.56,,,4262
Kepler-396 b,0.22,0.31,42.994,0.36709,,,,2013,12/20/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-396,296.1333,48.8106,,,-0.129,0.81,1.04,,,5384
Kepler-396 c,0.053,0.47,88.505,0.22662,,,,2013,12/20/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-396,296.1333,48.8106,,,-0.129,0.81,1.04,,,5384
Kepler-397 b,,0.219,22.250949,0.144,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-397,295.894104,42.380451,,,-0.035,,0.77,,,5307
Kepler-397 c,,0.551,135.498527,0.48,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-397,295.894104,42.380451,,,-0.035,,0.77,,,5307
Kepler-398 b,,0.083,4.081423,0.044,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-398,291.4686585,40.343853,,,-0.046,,0.61,,,4493
Kepler-398 c,,0.09,11.419412,0.087,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-398,291.4686585,40.343853,,,-0.046,,0.61,,,4493
Kepler-399 b,,0.086,14.425281,0.103,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-399,299.5017395,40.670807,,,-0.827,,0.68,,,5502
Kepler-399 c,,0.128,26.67569,0.155,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-399,299.5017395,40.670807,,,-0.827,,0.68,,,5502
Kepler-399 d,,0.169,58.034616,0.261,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-399,299.5017395,40.670807,,,-0.827,,0.68,,,5502
Kepler-4 b,0.082434006,0.356856735,3.21346,0.0456,0,89.76,8.30E-05,2010,11/5/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-4,285.6166667,50.1358333,12.7,550,0.17,1.223,1.487,G0,4.5,5857
Kepler-40 b,2.2,1.17,6.87349,0.08,0,89.7,3.00E-05,2010,9/24/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-40,296.8125,47.5266667,14.76,2700,0.1,1.48,2.13,F5IV,2.8,6510
Kepler-400 b,,0.147,9.024389,0.087,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-400,290.9444886,40.480034,,,0.009,,1.15,,,5886
Kepler-400 c,,0.133,17.340824,0.134,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-400,290.9444886,40.480034,,,0.009,,1.15,,,5886
Kepler-401 b,,0.153,14.383035,0.122,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-401,290.0827637,50.863483,,,-0.297,,1.33,,,6117
Kepler-401 c,,0.192,47.318218,0.269,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-401,290.0827637,50.863483,,,-0.297,,1.33,,,6117
Kepler-402 b,,0.109,4.028751,0.051,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-402,288.3702393,43.35461,,,-0.22,,1.26,,,6090
Kepler-402 c,,0.139,6.124821,0.068,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-402,288.3702393,43.35461,,,-0.22,,1.26,,,6090
Kepler-402 d,,0.123,8.921099,0.087,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-402,288.3702393,43.35461,,,-0.22,,1.26,,,6090
Kepler-402 e,,0.13,11.242861,0.102,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-402,288.3702393,43.35461,,,-0.22,,1.26,,,6090
Kepler-403 b,,0.112,7.031462,0.076,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-403,289.9214478,46.74456,,,-0.145,,1.33,,,6090
Kepler-403 c,,0.156,54.280749,0.297,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-403,289.9214478,46.74456,,,-0.145,,1.33,,,6090
Kepler-404 b,,0.113,11.829851,0.102,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-404,286.3986206,45.343533,,,-0.009,,0.88,,,5654
Kepler-404 c,,0.153,14.751166,0.118,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-404,286.3986206,45.343533,,,-0.009,,0.88,,,5654
Kepler-405 b,,0.186,10.613839,0.095,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-405,291.4094544,38.340031,,,-0.131,,0.89,,,5818
Kepler-405 c,,0.416,29.726682,0.188,,,,2014,3/6/14,,,,,Announced on a website,Primary Transit,,,,Kepler-405,291.4094544,38.340031,,,-0.131,,0.89,,,5818
Kepler-406 b,0.02,0.128,2.42629,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-406,291.8480417,44.96822224,12.52,,0.18,1.07,1.07,,5.84,5538
Kepler-406 c,0.00853,0.076,4.62332,,,,,2014,11/23/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-406,291.8480417,44.96822224,12.52,,0.18,1.07,1.07,,5.84,5538
Kepler-408 b,0.02,0.073,2.56502,,,,,2013,1/25/16,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-408,284.7875,48.42305557,9,,-0.2,1.08,1.23,,6.68,6104
Kepler-409 b,0.0692,0.106,68.9584,,,,,2013,1/25/16,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-409,293.6792083,46.8527778,9.439,66.8,0.08,0.92,0.89,,6.98,5460
Kepler-41  b,0.49,0.841,1.855558,0.029,0,88.3,4.00E-05,2011,10/19/13,,,1745,,Published in a refereed paper,Primary Transit,,,,Kepler-41,294.5125,45.9816667,14.5,730,-0.09,0.94,0.966,G2V,7.4,5660
Kepler-410A b,,0.253189853,17.833648,0.1236,0.17,87.72,,2013,12/20/13,270,,,,Published in a refereed paper,Primary Transit,,,,Kepler-410A,283.15,45.13972223,9.5,132,0.09,1.3,1.41,,2.76,6375
Kepler-412 b,0.939,1.325,1.720861232,0.02959,0.0038,80.89,,2014,5/21/14,125,,,,Published in a refereed paper,Primary Transit,,,,Kepler-412,286.1083333,43.68083336,13.73,1056,0.27,1.167,1.287,G3V,5.1,5750
Kepler-413(AB) b,0.210804518,0.387814056,66.262,0.3553,0.1181,89.929,,2013,1/30/14,94.6,,,,Published in a refereed paper,Primary Transit,,,,Kepler-413 (AB),288.5125,51.1625,,,,1.3623,0.7761,,,4700
Kepler-418 b,1.1,1.2,86.67865,,0.2,89.952,,2014,7/4/14,4.35,,,,Published in a refereed paper,Primary Transit,,,,Kepler-418,294.4333333,38.35555557,15,,-0.05,0.98,1.094,,7,5820
Kepler-419 b,2.5,0.85,69.7546,0.37,0.833,88.95,,2012,8/28/14,95.2,,,,Published in a refereed paper,Primary Transit,,,,KOI-1474,295.4166667,51.1847222,14,,0,1.22,1.4,,2.8,6230
Kepler-419 c,7.3,,675.47,1.68,0.184,88,,2014,8/28/14,275.3,,,,Published in a refereed paper,TTV,,,,KOI-1474,295.4166667,51.1847222,14,,0,1.22,1.4,,2.8,6230
Kepler-42 b,0.009,0.07,1.2137672,0.0116,,,0.0003,2012,8/30/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-42,292.2208333,44.6194444,16.12,38.7,-0.48,0.13,0.17,,,3068
Kepler-42 c,0.006,0.065,0.45328509,0.006,,,0.000155,2012,8/30/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-42,292.2208333,44.6194444,16.12,38.7,-0.48,0.13,0.17,,,3068
Kepler-42 d,0.003,0.051,1.856169,0.0154,,,0.000398,2012,8/30/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-42,292.2208333,44.6194444,16.12,38.7,-0.48,0.13,0.17,,,3068
Kepler-421 b,,0.371131004,704.1984,1.219,0.041,89.965,,2014,7/21/14,160,,,,Published in a refereed paper,Primary Transit,,,,Kepler-421,283.2568208,45.08777501,,320,-0.25,0.794,0.757,G9/K0,4,5308
Kepler-422 b,0.43,1.15,7.8914483,0.082,,,,2014,10/9/14,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-422,282.629625,46.32336112,13.642,,0.23,1.15,1.24,,,5972
Kepler-423 b,0.595,1.192,2.6843285,0.03585,0.019,,,2014,8/17/15,120.26,,1605,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-423,292.8556667,46.39117779,14.499,,0.26,1.07,0.99,,,5790
Kepler-424 b,1.03,0.89,3.3118644,0.044,,,,2014,10/22/14,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-424,298.6249583,48.57745002,14.497,,0.44,1.01,0.94,,,5460
Kepler-424 c,6.97,,223.3,0.73,,,,2014,10/9/14,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,Kepler-424,298.6249583,48.57745002,14.497,,0.44,1.01,0.94,,,5460
Kepler-43 b,3.23,1.2,3.024095,0.0449,0.025,84.35,2.30E-05,2011,9/24/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-43,285.2416667,46.6683333,14,1950,0.33,1.32,1.42,G0V/G0IV,2.8,6041
Kepler-432 b,5.41,1.45,52.501134,0.301,0.5121,88.17,,2014,12/4/14,65.6,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,Kepler-432,293.2833333,48.28583334,13,874,-0.02,1.35,4.15,K2III,3.6,5020
Kepler-436 b,,0.244,64.00205,0.339,0.19,89.93,,2015,1/7/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-436,301.7208334,44.41194446,16.3,618,0.01,0.729,0.697,,3,4551
Kepler-437 b,,0.191,66.65062,0.288,0.02,89.9,,2015,1/7/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-437,297.3458333,44.02694445,14.8,417,0,0.707,0.68,,2.9,4551
Kepler-438 b,,0.0999,35.23319,0.166,0.03,89.86,,2015,1/7/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-438,281.6458333,41.95111113,15,145,0.16,0.544,0.52,,4.4,3748
Kepler-439 b,,0.2,178.1396,0.563,0.03,89.95,,2015,1/7/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-439,280.8,44.03388889,15,693,0.02,0.884,0.866,,7.2,5431
Kepler-44 b,1.02,1.24,3.24674,0.0455,0.021,83.78,2.00E-05,2011,9/24/13,,,,,Published in a refereed paper,Primary Transit,,,,Kepler-44,300.1041667,45.7622222,15,2250,0.26,1.19,1.52,G2IV,6.95,5757
Kepler-440 b,,0.166,101.11141,0.242,0.34,89.93,,2015,1/7/15,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,Kepler-440,285.35,41.45222223,15.5,261,-0.3,0.575,0.559,,1.3,4134
