HD 159243 b,1.13,,12.62,0.11,0.02,,,2013,8/25/14,223,2456426.11,,,Published in a refereed paper,Radial Velocity,,,,HD 159243,263.3416667,5.700833348,8.65,69.2,0.05,1.125,,G0V,1.25,6123
HD 159243 c,1.9,,248.4,0.8,0.075,,,2013,8/25/14,69,2456484,,,Published in a refereed paper,Radial Velocity,,,,HD 159243,263.3416667,5.700833348,8.65,69.2,0.05,1.125,,G0V,1.25,6123
HD 159868 b,2.1,,1178.4,2.25,0.01,,0.042694,2007,8/27/14,350,2453435,,,Published in a refereed paper,Radial Velocity,,,,HD 159868,264.75,-43.1455556,7.24,52.7,0,1.09,,G5V,8.1,5395
HD 159868 c,0.73,,352.3,1,0.15,,0.018975,2012,8/27/14,290,2453239,,,Published in a refereed paper,Radial Velocity,,,,HD 159868,264.75,-43.1455556,7.24,52.7,0,1.09,,G5V,8.1,5395
HD 1605 b,0.96,,577.9,1.48,0.078,,,2015,7/27/15,26.65,2453443.3,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 1605,5.133333344,30.97472225,7.52,84.6,0.21,1.31,3.8,K1 IV,4.59,4757
HD 1605 c,3.48,,2111,3.52,0.098,,,2015,7/27/15,240,2454758.3,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 1605,5.133333344,30.97472225,7.52,84.6,0.21,1.31,3.8,K1 IV,4.59,4757
HD 16141 b,0.215,,75.82,0.35,0.28,,0.009749,2000,12/29/10,41,2451547.2,,,Published in a refereed paper,Radial Velocity,,,,HD 16141,38.8291667,-3.5605556,6.78,35.9,0.02,1.01,1,G5 IV,7.76,5533
HD 16175 b,4.4,,990,2.1,0.59,,0.035117,2007,4/21/09,222,2452820,,,Published in a refereed paper,Radial Velocity,,,,HD 16175,39.2583333,42.0625,7.28,59.8,0.23,1.35,1.87,G0,5.3,6000
HD 162004 b,1.53,,3117,4.43,0.4,,,2015,12/10/15,64,2449344,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 162004,265.4916667,72.15694445,5.7,22.16,0.01,1.19,,G0V,3.3,6212
HD 162020 b,14.4,,8.428198,0.074,0.277,,0.002367,2002,12/29/10,332.672,51990.677,,,Published in a refereed paper,Radial Velocity,,,,HD 162020,267.6583333,-40.3183333,9.18,31.26,0.01,0.75,0.71,K2 V,0.76,4830
HD 163607 b,0.77,,75.229,0.36,0.73,,0.005217,2011,5/20/13,78.7,2454185,,,Submitted to a professional journal,Radial Velocity,,,,HD 163607,268.4166667,56.3919444,8.15,69,0.21,1.09,1.63,G5IV,8.6,5543
HD 163607 c,2.29,,1314,2.42,0.12,,0.035072,2011,5/20/13,265,2455085,,,Submitted to a professional journal,Radial Velocity,,,,HD 163607,268.4166667,56.3919444,8.15,69,0.21,1.09,1.63,G5IV,8.6,5543
HD 16417 b,0.069,,17.24,0.14,0.2,,0.00549,2009,1/10/16,77,2450099.74,,,Published in a refereed paper,Radial Velocity,,,,HD 16417,39.2458333,-34.5780556,5.78,25.5,0.19,1.18,,G1V,4.3,5936
HD 164509 b,0.48,,282.4,0.875,0.26,,0.016827,2011,9/15/11,324,2455703,,,Submitted to a professional journal,Radial Velocity,,,,HD 164509,270.3791667,0.1044444,8.24,52,0.21,1.13,1.06,G5V,1.1,5922
HD 164595 b,0.0516,,40,0.23,0.088,,,2015,9/3/15,145,2456280,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 164595,270.1625,29.57194446,7.1,28.93,-0.04,0.99,,G2V,,5790
HD 164604 b,2.7,,606.4,1.13,0.24,,0.029737,2010,8/27/14,51,2452674,,,Published in a refereed paper,Radial Velocity,,,,HD 164604,270.7791667,-28.5605556,9.7,38,-0.18,0.8,,K2V,,
HD 164922 b,0.36,,1155,2.11,0.05,,0.096215,2006,7/15/06,195,11100,,,Published in a refereed paper,Radial Velocity,,,,HD 164922,270.625,26.3127778,7.01,21.93,0.17,0.94,0.9,K0V,13.4,5385
HD 1666 b,6.43,,270,0.94,0.63,,,2015,7/27/15,295,2453526.3,,,Published in a refereed paper,Radial Velocity,,,,HD 1666,5.216666684,-19.93111114,8.17,110.6,0.37,1.5,1.93,F7 V,1.76,6317
HD 166724 b,3.53,,8100,5.42,0.734,,,2011,11/30/12,202.3,2453212,,,Submitted to a professional journal,Radial Velocity,,,,HD 166724,273.5,-42.5752778,9.31,42.3,,,,K0IV,,
HD 167042 b,1.6,,416.1,1.3,0.03,,0.026,2007,10/19/07,34,2453330,,,Published in a refereed paper,Radial Velocity,,,,HD 167042,272.6333333,54.2866667,5.97,50,0.05,1.64,4.3,K1III,2.2,5020
HD 168443 b,7.659,,58.11247,0.2931,0.52883,,0.007841,1998,1/10/16,172.923,2455626.199,,,Published in a refereed paper,Radial Velocity,,,,HD 168443,275.0166667,-9.5927778,6.92,37.38,0.04,0.995,1.51,G5,9.8,5591
HD 168443 c,17.193,,1749.83,2.8373,0.2113,35.7,0.075904,2001,8/22/14,64.87,2455521.3,,,Published in a refereed paper,Radial Velocity,,,,HD 168443,275.0166667,-9.5927778,6.92,37.38,0.04,0.995,1.51,G5,9.8,5591
HD 168746 b,0.23,,6.403,0.065,0.081,,0.001507,2002,12/29/10,16.3,2451994.7,,,Published in a refereed paper,Radial Velocity,,,,HD 168746,275.4541667,-11.9225,7.95,43.12,-0.06,0.88,1.12,G5,3.75,5610
HD 1690 b,6.1,,533,1.3,0.64,,0.004075,2010,12/20/10,122,54449,,,Published in a refereed paper,Radial Velocity,,,,HD 1690,5.3041667,-8.2811111,9.17,319,-0.32,1.09,16.7,K1III,6.7,4393
HD 169830 b,2.88,,225.62,0.81,0.31,,0.022302,2000,12/23/10,148,51923,,,Published in a refereed paper,Radial Velocity,,,,HD 169830,276.9541667,-29.8166667,5.9,36.32,0.21,1.4,1.84,F8 V,4.95,6266
HD 169830 c,4.04,,2102,3.6,0.33,,0.099119,2003,12/23/10,252,52516,,,Published in a refereed paper,Radial Velocity,,,,HD 169830,276.9541667,-29.8166667,5.9,36.32,0.21,1.4,1.84,F8 V,4.95,6266
HD 170469 b,0.67,,1145,2.24,0.11,,0.034477,2007,10/31/07,34,11669,,,Submitted to a professional journal,Radial Velocity,,,,HD 170469,277.2958333,11.6955556,8.21,64.97,0.3,1.14,1.22,G5IV,6.7,5810
HD 17092 b,4.6,,359.9,1.29,0.166,,0.011835,2007,5/7/07,347.4,52969.5,,,Published in a refereed paper,Radial Velocity,,,,HD 17092,41.5916667,49.6530556,7.73,109,0.18,2.3,,,,4650
HD 171028 b,1.98,,550,1.32,0.59,,0.014667,2007,11/10/10,304,2454187,,,Submitted to a professional journal,Radial Velocity,,,,HD 171028,278.0625,6.9458333,8.31,90,-0.49,0.99,1.95,G0,8,5663
HD 171238 b,2.6,,1523,2.54,0.4,,0.050517,2009,12/19/14,47,5062,,,Published in a refereed paper,Radial Velocity,,,,HD 171238,278.6833333,-28.0722222,8.66,50.28,0.17,0.943,,KOV,4.92,5467
HD 17156 b,3.191,1.095,21.2163979,0.1623,0.6768,87.21,0.002074,2007,8/16/14,121.71,3738.529,,,Published in a refereed paper,Primary Transit,,,,HD 17156,42.4333333,71.7533333,8.17,78.24,0.24,1.275,1.508,G0,3.38,6079
HD 173416 b,2.7,,323.6,1.16,0.21,,0.008593,2009,1/12/09,254,3465.8,,,Published in a refereed paper,Radial Velocity,,,,HD 173416,280.9,36.5566667,6.06,135,,2,13.5,G8,,4683
HD 175167 b,7.8,,1290,2.4,0.54,,0.03581,2010,8/27/14,342,2453598,,,Published in a refereed paper,Radial Velocity,,,,HD 175167,285.0041667,-69.9441667,9.18,67.02,0.19,1.102,,G5 IV/V,,
HD 175541 b,0.61,,297.3,1.03,0.33,,0.008047,2007,4/20/07,183,2450213,,,Published in a refereed paper,Radial Velocity,,,,HD 175541,283.9208333,4.2652778,8.03,128,-0.07,1.65,3.85,G8IV,1.9,5060
HD 175607 b,0.0283,,29.01,,0.11,,,2015,12/30/15,142.2,2455532.17,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 175607,285.2708333,-66.19277779,8.6,45.27,-0.62,0.71,0.71,G6V,10.32,5392
HD 176051 b,1.5,,1016,1.76,0,,0.117412,2010,10/22/10,,,,,Published in a refereed paper,Astrometry,,,,HD 176051,284.2583333,32.9013889,5.22,14.99,,,,,,
HD 177830 b,1.49,,406.6,1.2218,0.0009,,0.020708,1999,8/17/12,85,10154,,,Published in a refereed paper,Radial Velocity,,,,HD 177830,286.3333333,25.9205556,7.18,59,0.55,1.47,2.99,K0IV,4.4,4948
HD 177830 c,0.15,,110.9,0.5137,0.3495,,0.008707,2010,8/17/12,110,10179,,,Published in a refereed paper,Radial Velocity,,,,HD 177830,286.3333333,25.9205556,7.18,59,0.55,1.47,2.99,K0IV,4.4,4948
HD 178911 B b,6.292,,71.487,0.32,0.1243,,0.006848,2001,12/29/10,169.8,50305.7,,,Published in a refereed paper,Radial Velocity,,,,HD 178911 B,287.2625,34.5997222,7.98,46.73,0.28,1.07,1.14,G5,5.2,5650
HD 179079 b,0.08,,14.476,0.11,0.115,,0.001727,2009,8/13/09,357,2454400.5,,,Published in a refereed paper,Radial Velocity,,,,HD 179079,287.7916667,-2.6383333,7.95,63.69,0.29,1.087,1.48,G5IV,,5724
HD 179949 b,0.92,1.05,3.0925,0.045,0.0104,,0.001667,2000,2/24/15,189.3,2452419.1,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,"CO, H2O",HD 179949,288.8875,-24.1791667,6.25,27,0.22,1.28,1.19,F8 V,2.05,6260
HD 180314 b,22,,396.03,1.4,0.257,,0.010606,2010,8/5/11,302.1,3565.9,,,Published in a refereed paper,Radial Velocity,,,,HD 180314,288.7083333,31.8602778,6.61,132,0.2,2.6,9.2,K0,,4917
HD 180902 b,1.6,,479,1.39,0.09,,0.012636,2010,3/19/10,300,2454690,,,Submitted to a professional journal,Radial Velocity,,,,HD 180902,289.825,-23.5580556,7.78,110,0.04,1.52,4.1,K0III/IV,2.8,5030
HD 181342 b,3.3,,663,1.78,0.177,,0.016094,2010,3/19/10,281,2454881,,,Submitted to a professional journal,Radial Velocity,,,,HD 181342,290.2666667,-23.6194444,7.55,110.6,0.26,1.84,4.6,K0III,1.8,5014
HD 181433 b,0.0238,,9.3743,0.08,0.396,,0.003059,2008,6/3/13,202,54542,,,Announced on a professional conference,Radial Velocity,,,,HD 181433,291.2916667,-66.4688889,8.38,26.15,0.33,0.78,,K3IV,,4962
HD 181433 c,0.64,,962,1.76,0.28,,0.067304,2008,6/3/13,21.4,53235,,,Announced on a professional conference,Radial Velocity,,,,HD 181433,291.2916667,-66.4688889,8.38,26.15,0.33,0.78,,K3IV,,4962
HD 181433 d,0.54,,2172,3,0.48,,0.114723,2008,6/3/13,330,52154,,,Published in a refereed paper,Radial Velocity,,,,HD 181433,291.2916667,-66.4688889,8.38,26.15,0.33,0.78,,K3IV,,4962
HD 181720 b,0.37,,956,1.78,0.26,1.75,0.031786,2009,7/10/14,177,2453631,,,Published in a refereed paper,Radial Velocity,,,,HD 181720,290.7208333,-32.9191667,7.86,56,-0.53,0.92,,G1V,,5781
HD 183263 b,3.67,,626.5,1.51,0.357,,0.028491,2004,12/17/10,233.5,54343.12,,,Published in a refereed paper,Radial Velocity,,,,HD 183263,292.1,8.3577778,7.86,53,0.3,1.17,1.21,G2IV,8.1,5888
HD 183263 c,3.82,,2950,4.25,0.253,,0.080189,2008,12/10/08,339.6,11910,,,Published in a refereed paper,Radial Velocity,,,,HD 183263,292.1,8.3577778,7.86,53,0.3,1.17,1.21,G2IV,8.1,5888
HD 185269 b,0.94,,6.838,0.077,0.3,,0.001638,2006,8/16/06,173,2453154.1,,,Published in a refereed paper,Radial Velocity,,,,HD 185269,294.3,28.5,6.67,47,0.11,1.28,1.88,G0IV,4.2,5980
HD 187085 b,0.75,,986,2.05,0.47,,0.045576,2006,12/22/10,94,2450912,,,Published in a refereed paper,Radial Velocity,,,,HD 187085,297.3875,-37.7805556,7.22,44.98,0.05,1.22,,G0 V,3.3,6075
HD 187123 b,0.52,,3.0965828,0.0426,0.01,,0.000852,1998,5/20/13,25,52111.7,,,Published in a refereed paper,Radial Velocity,,,,HD 187123,296.7375,34.4208333,7.86,50,0.16,1.06,1.17,G5,5.33,5714
HD 187123 c,1.99,,3810,4.89,0.252,,0.0978,1998,5/20/13,250,53580.04,,,Announced on a professional conference,Radial Velocity,,,,HD 187123,296.7375,34.4208333,7.86,50,0.16,1.06,1.17,G5,5.33,5714
HD 18742 b,2.7,,772,1.92,0.23,,0.014222,2011,9/2/11,102,2455200,,,Published in a refereed paper,Radial Velocity,,,,HD 18742,45.0458333,-20.8025,7.97,135,-0.04,1.6,4.9,G9IV,2.3,5048
HD 188015 b,1.26,,456.46,1.19,0.15,,0.022624,2004,12/30/10,293,2451883.51,,,Published in a refereed paper,Radial Velocity,,,,HD 188015,298.0166667,28.1002778,8.22,52.6,0.29,1.09,1.1,G5IV,6.2,5520
HD 189567 b,0.0316,,14.275,0.1099,0.23,,0.006209,2011,9/12/11,,,,,Submitted to a professional journal,Radial Velocity,,,,HD 189567,301.3875,-67.3208333,6.07,17.7,,,,G2V,,
HD 189733 b,1.138,1.138,2.21857312,0.03142,0.0041,85.51,0.001628,2005,12/17/15,90,2454037.612,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"H2O, CH4, CO, Na, H, H, H2O, Na, O I, C, O I, CO, H2O",HD 189733,300.1791667,22.7108333,7.67,19.3,-0.03,0.8,0.805,K1-K2,0.6,4875
HD 190360 b,1.495,,2867.9,3.92,0.343,,,2003,9/3/15,14.7,2459271,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 190360,300.9041667,29.8966667,5.71,15.89,0.24,1.04,1.2,G6 IV,12.11,5588
HD 190360 c,0.06381,,17.1186,0.128,0.107,,,2005,9/3/15,305.8,2455570.3,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 190360,300.9041667,29.8966667,5.71,15.89,0.24,1.04,1.2,G6 IV,12.11,5588
HD 190647 b,1.9,,1038.1,2.07,0.18,,0.038192,2007,8/30/14,232.5,2453869,,,Published in a refereed paper,Radial Velocity,,,,HD 190647,301.8333333,-35.5386111,7.78,54.2,0.24,1.1,,G5,2,5628
HD 190984 b,3.1,,4885,5.5,0.57,,0.053398,2009,11/6/10,318,2449572,,,Submitted to a professional journal,Radial Velocity,,,,HD 190984,302.8791667,-64.6205556,8.76,103,-0.48,0.91,1.53,F8V,,5988
HD 192263 b,0.733,,24.3587,0.15312,0.008,,0.007694,1999,8/22/14,184,2451796.9,,,Published in a refereed paper,Radial Velocity,,,,HD 192263,303.5,-0.8669444,7.79,19.9,-0.2,0.81,0.75,K2 V,0.57,4965
HD 192310 c,0.076,,525.8,1.18,0.32,,0.133787,2011,12/15/15,110,2455151.026,185,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 192310,303.8208333,-27.0330556,5.73,8.82,-0.04,0.8,0.68,K3V,7.81,5166
HD 192699 b,2.5,,351.5,1.16,0.149,,0.017313,2007,4/20/07,54,2452994,,,Published in a refereed paper,Radial Velocity,,,,HD 192699,304.025,4.5808333,6.44,67,-0.15,1.68,4.25,G8IV,1.8,5220
HD 19467 b,52,,,51.1,,,,2016,1/8/16,,,,978,Published in a refereed paper,Imaging,Spectrum,,,HD 19467,46.82916667,-13.76166669,7,30.86,-0.15,0.95,1.15,G3V,7.2,5680
HD 195019 b,3.7,,18.20163,0.1388,0.014,,0.003715,1998,11/25/06,322,11015,,,Published in a refereed paper,Radial Velocity,,,,HD 195019,307.0708333,18.77,6.91,37.36,0.08,1.06,1.38,G3 IV-V,5.33,5787
HD 196050 b,2.83,,1316.24,2.47,0.21,,0.052665,2002,12/22/10,223,51033,,,Published in a refereed paper,Radial Velocity,,,,HD 196050,309.4625,-60.6344444,7.5,46.9,0.23,1.17,1.29,G3 V,3.17,5874
HD 196067 b,6.9,,3638,5.02,0.66,,,2011,5/26/14,148.2,2453375,,,Submitted to a professional journal,Radial Velocity,,,,HD 196067,310.4333333,-75.3508333,6.02,44.3,,,,G0V,,
HD 196885 A b,2.98,,1326,2.6,0.48,,0.078788,2007,12/11/12,93.2,11902,,,Published in a refereed paper,Radial Velocity,,,,HD 196885 A,309.9625,11.2494444,6.4,33,0.29,1.33,1.79,F8V,2,6340
HD 197037 b,0.79,,1035.7,2.07,0.22,,0.062727,2012,2/4/12,298,2451353.1,,,Published in a refereed paper,Radial Velocity,,,,HD 197037,309.8875,42.2486111,6.81,33,-0.2,1.11,,F7V,1.9,6150
HD 19994 b,1.68,,535.7,1.42,0.3,,0.06345,2003,12/18/12,41,50944,,,Published in a refereed paper,Radial Velocity,,,,HD 19994,48.1916667,-1.1958333,5.07,22.38,0.25,1.34,1.93,F8 V,8.91,5984
HD 20003 b,0.0378,,11.849,0.0974,0.4,,0.002224,2011,9/12/11,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20003,46.9083333,-72.3219444,8.37,43.8,,,,G8V,,
HD 20003 c,0.0422,,33.823,0.1961,0.16,,0.004477,2011,9/12/11,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20003,46.9083333,-72.3219444,8.37,43.8,,,,G8V,,
HD 200964 b,1.85,,613.8,1.601,0.04,,0.023406,2010,5/26/14,288,2454900,,,Published in a refereed paper,Radial Velocity,,,,HD 200964,316.6666667,3.8030556,6.64,68.4,-0.15,1.44,4.3,KO,3,5164
HD 200964 c,0.895,,825,1.95,0.181,,0.028509,2010,5/26/14,182.6,2455000,,,Published in a refereed paper,Radial Velocity,,,,HD 200964,316.6666667,3.8030556,6.64,68.4,-0.15,1.44,4.3,KO,3,5164
HD 202206 b,17.4,,255.87,0.83,0.435,,0.017911,2002,12/30/10,161.18,,,,Published in a refereed paper,Radial Velocity,,,,HD 202206,318.7375,-20.7891667,8.08,46.34,0.37,1.13,1.02,G6 V,2.04,5750
HD 202206 c,2.44,,1383.4,2.55,0.267,,0.055028,2004,12/30/10,78.99,,,,Published in a refereed paper,Radial Velocity,,,,HD 202206,318.7375,-20.7891667,8.08,46.34,0.37,1.13,1.02,G6 V,2.04,5750
HD 20367 b,1.07,,500,1.25,0.23,,0.046296,2002,12/16/10,83,,,,Published in a refereed paper,Radial Velocity,,,,HD 20367,49.4166667,31.1269444,6.41,27,0.1,1.04,1.18,G0,0.87,6128
HD 2039 b,6.11,,1120,2.23,0.67,,0.024499,2002,1/19/16,344.1,2452041,,,Published in a refereed paper,Radial Velocity,,,,HD 2039,6.0833333,-56.65,9.01,89.8,0.1,0.98,1.21,G2/G3 IV-V,5.28,5947
HD 204313 b,4.28,,2024.1,3.167,0.0946,,0.064176,2009,10/26/15,292.5,2452111.6,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 204313,322.05,-21.7263889,7.99,47.37,0.18,1.045,,G5V,3.38,5767
HD 204313 c,0.0553,,34.905,0.2099,0.155,,0.00444,2011,10/26/15,238,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,HD 204313,322.05,-21.7263889,7.99,47.37,0.18,1.045,,G5V,3.38,5767
HD 204313 d,1.68,,2831.6,3.93,0.28,,0.082964,2012,5/22/12,247,2456376.9,,,Published in a refereed paper,Radial Velocity,,,,HD 204313,322.05,-21.7263889,7.99,47.37,0.18,1.045,,G5V,3.38,5767
HD 204941 b,0.266,,1733,2.56,0.37,,0.094815,2011,8/2/11,228,2456015,,,Published in a refereed paper,Radial Velocity,,,,HD 204941,323.1,-20.9575,8.45,27,-0.19,0.74,0.72,,6.67,5056
HD 205739 b,1.37,,279.8,0.896,0.27,,0.009922,2008,9/8/08,301,3390.7,,,Published in a refereed paper,Radial Velocity,,,,HD 205739,324.5333333,-31.7375,8.56,90.3,0.19,1.22,1.33,F7V,2.84,6176
HD 206610 b,2.2,,610,1.68,0.229,,0.00866,2010,3/19/10,296,2454677,,,Submitted to a professional journal,Radial Velocity,,,,HD 206610,325.8541667,-7.4083333,8.34,194,0.14,1.56,6.1,K0,3,4874
HD 20781 b,0.0379,,29.15,0.169,0.11,,0.004774,2011,5/8/14,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20781,50.0125,-28.7838889,8.44,35.4,,,,G9.5V,,
HD 20781 c,0.0496,,85.131,0.3456,0.28,,0.009763,2011,5/8/14,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20781,50.0125,-28.7838889,8.44,35.4,,,,G9.5V,,
HD 20782 b,1.9,,591.9,1.381,0.97,,0.03834,2006,1/19/16,147.7,2451175.9,,,Published in a refereed paper,Radial Velocity,,,,HD 20782,50.0125,-28.8538889,7.38,36.02,-0.05,1,,G2 V,7.1,5578
HD 207832 b,0.56,,161.97,0.57,0.13,,,2012,5/26/14,130.8,,,,Published in a refereed paper,Radial Velocity,,,,HD 207832,328.15,-26.0267,8.7986,54.4,0.06,0.94,0.901,G5V,4.5,5710
HD 207832 c,0.73,,1155.7,2.112,0.27,,,2012,5/26/14,121.6,,,,Published in a refereed paper,Radial Velocity,,,,HD 207832,328.15,-26.0267,8.7986,54.4,0.06,0.94,0.901,G5V,4.5,5710
HD 20794 b,0.0085,,18.315,0.1207,0,,0.019917,2011,8/3/12,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20794,49.9833333,-43.0697222,4.26,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 20794 c,0.0076,,40.114,0.2036,0,,0.033597,2011,8/3/12,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20794,49.9833333,-43.0697222,4.26,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 20794 d,0.015,,90.309,0.3499,0,,0.057739,2011,8/3/12,,,,,Published in a refereed paper,Radial Velocity,,,,HD 20794,49.9833333,-43.0697222,4.26,6.06,-0.38,0.85,0.9,G8V,14,5490
HD 208487 b,0.413,,129.8,0.51,0.21,,0.011333,2004,12/24/10,123,51008,,,Published in a refereed paper,Radial Velocity,,,,HD 208487,329.3291667,-37.7636111,7.48,45,-0.06,1.3,1.15,G2V,3.88,5929
HD 208527 b,9.9,,875.5,2.1,0.08,,,2012,11/12/12,278,2450745.3,,,Published in a refereed paper,Radial Velocity,,,,HD 208527,329.1,21.24,6.4,320.2,-0.09,1.6,51.1,M1III,2,4035
HD 20868 b,1.99,,380.85,0.947,0.75,,0.019366,2008,8/27/14,356.2,2454451.52,,,Published in a refereed paper,Radial Velocity,,,,HD 20868,50.1791667,-33.73,9.92,48.9,0.04,0.78,0.79,K3/4IV,4.5,4795
HD 209458 b,0.69,1.38,3.52472,0.04747,0.0082,86.59,0.00101,1999,10/27/15,43.8,2452968.399,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"H2O, H, Na, TiO, VO, H, Mg, Mg, O I, C, CH4, CO, CO2, H, HCN, H2O, Na, TiO, VO, O2, H2, K, Mg, C, O I",HD 209458,330.7916667,18.8844444,7.65,47,0.02,1.148,1.203,G0 V,4,6092
HD 210277 b,1.23,,442.1,1.1,0.472,,0.051667,1998,9/6/06,118.2,50988.2,,,Published in a refereed paper,Radial Velocity,,,,HD 210277,332.3708333,-7.5422222,6.63,21.29,0.19,1.09,1.1,G0,6.93,5532
HD 210702 b,1.9,,354.8,1.2,0.152,,0.020893,2007,9/1/12,301,2452205,,,Published in a refereed paper,Radial Velocity,,,,HD 210702,332.9625,16.0405556,5.93,56,0.12,1.68,5.1,K1IV,1.4,5010
HD 211847 b,19.2,,7930,7.5,0.685,,,2011,6/18/14,159.2,,,,Published in a refereed paper,Radial Velocity,,,,HD 211847,335.2333334,-41.43000002,8.78,50.6,-0.08,0.94,,G5V,3,5715
HD 212301 b,0.4,1.07,2.245715,0.036,0.0147,,0.000683,2005,7/27/15,172.8,2453388.9,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,HD 212301,336.875,-77.7177778,7.77,52.7,0.18,1.05,,F8 V,5.9,5998
HD 212771 b,2.3,,373.3,1.22,0.111,,0.009313,2010,3/19/10,55,2454947,,,Submitted to a professional journal,Radial Velocity,,,,HD 212771,336.7625,-17.2636111,7.6,131,-0.21,1.15,5,G8IV,6,5121
HD 213240 b,4.5,,951,2.03,0.45,,0.049816,2001,9/25/12,214,51520,,,Published in a refereed paper,Radial Velocity,,,,HD 213240,337.75,-49.4330556,6.8,40.75,0.16,1.22,1.5,G4 IV,5.11,5975
HD 215152 b,0.0087,,7.2825,0.0652,0.34,,0.003033,2011,9/12/11,,,,,Submitted to a professional journal,Radial Velocity,,,,HD 215152,340.8375,-6.4008333,8.13,21.5,,,,K0,,
HD 215152 c,0.0097,,10.866,0.0852,0.38,,0.003963,2011,9/12/11,,,,,Published in a refereed paper,Radial Velocity,,,,HD 215152,340.8375,-6.4008333,8.13,21.5,,,,K0,,
HD 215456 b,0.101,,191.99,0.652,0.15,,0.017158,2011,9/12/11,,,,,Submitted to a professional journal,Radial Velocity,,,,HD 215456,341.5333333,-48.9677778,6.63,38,,,,G0.5V,,
HD 215456 c,0.246,,2277,3.394,0.19,,0.089316,2011,9/12/11,,,,,Submitted to a professional journal,Radial Velocity,,,,HD 215456,341.5333333,-48.9677778,6.63,38,,,,G0.5V,,
HD 215497 b,0.02,,3.93404,0.047,0.16,,0.001068,2009,12/6/10,96,54858.95,,,Submitted to a professional journal,Radial Velocity,,,,HD 215497,341.6541667,-56.5994444,8.97,44,0.23,0.87,,K3V,7,5113
HD 215497 c,0.33,,567.94,1.282,0.49,,0.029136,2009,12/6/10,45,55003.48,,,Submitted to a professional journal,Radial Velocity,,,,HD 215497,341.6541667,-56.5994444,8.97,44,0.23,0.87,,K3V,7,5113
HD 216435 b,1.26,,1311,2.56,0.07,,0.076877,2002,1/15/16,100,2450870,,,Published in a refereed paper,Radial Velocity,,,,HD 216435,343.4041667,-48.5980556,6.03,33.3,0.244,1.3,2,G0 V,5.27,5767
HD 216437 b,1.82,,1256,2.32,0.29,,0.087547,2002,12/30/10,63,50693,,,Published in a refereed paper,Radial Velocity,,,,HD 216437,343.6625,-70.0736111,6.06,26.5,0.25,1.06,1.1,G4 IV-V,12.96,5636
HD 216536 b,1.47,,148.6,0.609,0.38,,,2015,1/10/16,270,2453587,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HD 216536,338.95,44.4777778,9.23,,-0.17,1.36,12.5,K0,3.8,4639
HD 216770 b,0.65,,118.45,0.46,0.37,,0.012105,2003,12/30/10,281,52672,,,Published in a refereed paper,Radial Velocity,,,,HD 216770,343.9708333,-26.6586111,8.1,38,0.23,0.9,1,K1 V,3.6,5248
HD 21693 b,0.0322,,22.656,0.1484,0.26,,0.00458,2011,9/12/11,,,,,Submitted to a professional journal,Radial Velocity,,,,HD 21693,51.8,-58.3236111,7.94,32.4,,,,G9IV,,
HD 21693 c,0.06472,,53.881,0.2644,0.24,,0.00816,2011,9/12/11,,,,,Published in a refereed paper,Radial Velocity,,,,HD 21693,51.8,-58.3236111,7.94,32.4,,,,G9IV,,
HD 217107 b,1.33,,7.12689,0.073,0.132,,0.003702,1998,5/20/13,22.7,49998.5,,,Published in a refereed paper,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,19.72,0.37,1.02,1.08,G8 IV,7.32,5666
HD 217107 c,2.49,,4210,5.27,0.517,,0.267241,1998,5/20/13,198.6,11106,,,Published in a refereed paper,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,19.72,0.37,1.02,1.08,G8 IV,7.32,5666
HD 217786 b,13,,1319,2.38,0.4,,0.043431,2010,12/20/10,100,56053,,,Published in a refereed paper,Radial Velocity,,,,HD 217786,345.7833333,0.4297222,7.8,54.8,-0.135,1.02,1.27,F8V,7.6,5966
